"","kml_key","pwsid","pwsname","created","owner","edited","editor","src_key","src_detail","stat_key","verifier","verify_dt","start_dt","end_dt","deriv_from","current","population","connection","locadd","locstreet","loccity","loczip","locstate","county","phone","pws_class","p_m_status"
"630",589,"4010001","ARROYO GRANDE, WATER DEPARTMENT","2009-06-30T00:00:00",123,"2012-02-27T16:38:28.530",7049,2,"ICE downloaded from CaSIL Private Water Districts (2009) and linked to PICME pwsid",2,NA,NA,NA,NA,NA,"1","16901","6473","300 East Branch Street","214 E. BRANCH STREET","ARROYO GRANDE","93420","CA","SAN LUIS OBISPO","999-999-9999","C","A"
"631",2240,"5400641","TEVISTON C S D","2012-08-22T15:38:13.293",123,"2012-08-22T15:38:14.357",123,2,"Batch import from Tu_AllPolygons.shp; Source: Carolina Balazs, PhD (2012)",2,NA,NA,NA,NA,NA,"1","450","110","12934 AVE 80",NA,"PIXLEY","93256","CA","TULARE","999-999-9999","C","A"
"632",1358,"0707521","BYRON CORNERS INC","2011-09-26T16:48:28.323",3650,"2011-09-26T16:48:26.063",3650,1,"Uploaded ByronCornersInc_707521.kml_Drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","90","2","15031 BYRON HWY",NA,"BYRON","94514","CA","CONTRA COSTA","999-999-9999","N","A"
"633",836,"2701926","MORO RD WS #09","2011-06-27T10:19:27.760",3649,"2011-06-27T10:19:26.293",3649,1,"Uploaded C2701926_moroRD.kml; drawn in GE, uploaded by KT/ICE",0,NA,NA,NA,NA,NA,"0","210","70","MORO RD","SAN MIGUEL CYN","SALINAS","93907","CA","MONTEREY","999-999-9999","C","A"
"634",721,"5010017","PATTERSON, CITY OF","2009-06-30T00:00:00",123,"2010-10-08T17:09:26.533",123,2,"ICE received from San Joaquin County and linked to PICME pwsid",0,NA,NA,NA,NA,NA,"0","21229","5681","BOX 667",NA,"PATTERSON","95363","CA","STANISLAUS","999-999-9999","C","A"
"635",1289,"0600016","WILBUR HOT SPRINGS","2011-09-14T16:09:02.120",3650,"2011-09-14T16:09:04.827",3650,1,"Uploaded WilburHotSprings_600016.kml_Drawn_GE_ICE/MF_Included_buildings_down_the_street",0,NA,NA,NA,NA,NA,"0","65","1","BEAR VALLEY ROAD",NA,"WILLIAMS","95987","CA","COLUSA","999-999-9999","N","A"
"636",1455,"0900317","CHIQUITA HOMEOWNERS ASSOC.","2011-10-03T14:00:54.837",3650,"2011-10-03T14:00:56.667",3650,1,"Uploaded ChiquitaHomeownersAssoc_900317.kml_drawn_GE_ICE/MF_used_realestate_posting",0,NA,NA,NA,NA,NA,"0","20","17","OFF WENTWORTH SPRINGS RD",NA,"GEORGETOWN","95634","CA","EL DORADO","999-999-9999","N","A"
"637",432,"3010053","CITY OF HUNTINGTON BEACH","2009-06-30T00:00:00",123,"2012-03-05T17:25:56.433",123,2,"ICE downloaded from CaSIL Private Water Districts (2009) and linked to PICME pwsid",1,NA,NA,NA,"2012-03-04T00:00:00",NA,"0","201000","52358","19001 HUNTINGTON STREET",NA,"HUNTINGTON BEACH","92648","CA","ORANGE","999-999-9999","C","A"
"638",1059,"2700662","MURPHY HILL WS #01","2011-09-04T11:49:47.263",123,"2011-09-04T11:50:12.153",123,2,"Batch import from http://www.ehib.org/tools/_69/_123/monterey/LPA_Service_Area_Monterey_County.shp.",2,NA,NA,NA,NA,NA,"1","65","29","MURPHY HILL RD","SAN JUAN RD","AROMAS","95004","CA","MONTEREY","999-999-9999","C","A"
"639",515,"3410014","FOLSOM, CITY OF - MAIN","2009-06-30T00:00:00",123,"2010-10-08T17:09:26.533",123,2,"ICE downloaded from SACOG (2009) and linked to PICME pwsid",0,NA,NA,NA,NA,NA,"0","54871","18061","50 NATOMA STREET",NA,"FOLSOM","95630","CA","SACRAMENTO","999-999-9999","C","A"
"640",2805,"4810701","TRAVIS AIR FORCE BASE - DISTRIBUTION","2013-09-24T16:24:25.700",3649,"2013-09-24T16:25:43.130",3649,1,"Created from user-digitized polygon. Drawn by ICE/KT",1,NA,NA,NA,NA,NA,"0","10000","2200","60 CES/CEV","c/o Troy Martinson,580 Hickam Ave,Bl 246","TRAVIS AFB","94535","CA","SOLANO","999-999-9999","C","A"
"641",1548,"1000160","FRESNO RIFLE & PISTOL CLUB","2011-10-10T17:17:51.430",3650,"2011-10-10T17:17:45.837",3650,1,"Uploaded FresnoRifleAndPistolClub_1000160.kml_drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","50","22","15687 AUBERRY RD",NA,"CLOVIS","93611","CA","FRESNO","999-999-9999","N","A"
"642",744,"5410006","LINDSAY, CITY OF","2009-06-30T00:00:00",123,"2010-10-08T17:09:26.533",123,2,"ICE downloaded from CaSIL Federal Water Districts (2009) and linked to PICME pwsid",0,NA,NA,NA,NA,NA,"0","11768","2679","P.O. BOX 369",NA,"LINDSAY","93247","CA","TULARE","999-999-9999","C","A"
"643",2678,"2610005","LEE VINING PUD","2013-06-14T09:01:32.610",7917,"2013-06-14T09:04:44.370",7917,1,"Created from user-digitized polygon.",2,NA,NA,NA,NA,NA,"1","350","80","P.O. BOX 266",NA,"LEE VINING","93541","CA","MONO","999-999-9999","C","A"
"644",2182,"1700621","WESTLAKE SDA SCHOOL","2012-05-21T17:00:06.900",123,"2012-05-21T17:00:07.720",123,2,"Batch import from http://www.ehib.org/tools/_69/_123/sa_aaron_king_may_2012.shp/sa_aaron_king_may_2012.shp.",2,NA,NA,NA,NA,NA,"1","40","2","6585 WESTLAKE ROAD","6585 WESTLAKE ROAD","LAKEPORT","95453","CA","LAKE","999-999-9999","P","A"
"645",74,"1010024","CWS - SELMA","2009-06-30T00:00:00",123,"2010-10-08T17:09:26.533",123,2,"ICE downloaded from CaSIL Private Water Districts (2009) and linked to PICME pwsid; CEHTP divided out individual systems",0,NA,NA,NA,NA,NA,"0","24480","6282","1720 NORTH FIRST STREET","3706 McCall Suite 114 Selma CA","SAN JOSE","95112","CA","FRESNO","999-999-9999","C","A"
"646",665,"4410013","SCOTTS VALLEY WATER DISTRICT","2009-06-30T00:00:00",123,"2010-10-08T17:09:26.533",123,2,"ICE downloaded from Santa Cruz County (2009) and linked to PICME pwsid",0,NA,NA,NA,NA,NA,"0","11301","3585","PO BOX 660006","2 Civic Center Drive","SCOTTS VALLEY","95067","CA","SANTA CRUZ","999-999-9999","C","A"
"647",395,"2610001","MAMMOTH CWD","2009-06-30T00:00:00",123,"2010-10-08T17:09:26.533",123,2,"ICE received from Mono County and linked to PICME pwsid",0,NA,NA,NA,NA,NA,"0","8237","4390","HWY. 203 & INDUSTRIAL WAY","Hwy. 203 & Industrial Way","MAMMOTH LAKES","93546","CA","MONO","999-999-9999","C","A"
"648",1237,"0400138","STRAWBERRY CAMPROUND","2011-09-06T11:49:20.810",3650,"2011-09-06T11:49:46.680",3650,1,"Uploaded StrawberryCampground_400138.kml_Drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","75","2","STRAWBERRY CAMPROUND","U. S. FOREST SERVICE RD","FORBESTOWN","95941","CA","BUTTE","999-999-9999","N","A"
"649",301,"1910147","SATIVA-L.A. CWDF","2009-06-30T00:00:00",123,"2010-10-08T17:09:26.533",123,2,"ICE downloaded from CaSIL Private Water Districts (2009) and linked to PICME pwsid",0,NA,NA,NA,NA,NA,"0","6813","1631","2015 E. HATCHWAY STREET",NA,"COMPTON","90222","CA","LOS ANGELES","999-999-9999","C","A"
"650",1184,"2702266","COAST GALLERY WS","2011-09-04T11:50:57.503",123,"2011-09-04T11:51:22.413",123,2,"Batch import from http://www.ehib.org/tools/_69/_123/monterey/LPA_Service_Area_Monterey_County.shp.",2,NA,NA,NA,NA,NA,"1","100","1","HWY 1","SOUTH OF PFEIFFER PK","BIG SUR","93920","CA","MONTEREY","999-999-9999","N","A"
"651",712,"4910008","RUSSIAN RIVER COUNTY WATER DISTRICT","2009-06-30T00:00:00",123,"2010-10-08T17:09:26.533",123,2,"ICE downloaded from CaSIL Private Water Districts (2009) and linked to PICME pwsid",0,NA,NA,NA,NA,NA,"0","3400","1270","7131 MIRABEL ROAD",NA,"FORESTVILLE","95436","CA","SONOMA","999-999-9999","C","A"
"652",2310,"5410052","LSID - EL RANCHO","2012-08-22T15:38:29.127",123,"2012-08-22T15:38:30.193",123,2,"Batch import from Tu_AllPolygons.shp; Source: Carolina Balazs, PhD (2012)",2,NA,NA,NA,NA,NA,"1","150","25","P.O. BOX 1205",NA,"LINDSAY","93247","CA","TULARE","999-999-9999","C","A"
"653",221,"1910036","CALIFORNIA WATER SERVICE CO. - ELA F","2009-06-30T00:00:00",123,"2010-10-08T17:09:26.533",123,2,"ICE downloaded from CaSIL Private Water Districts (2009) and linked to PICME pwsid; CEHTP divided out individual systems",0,NA,NA,NA,NA,NA,"0","149316","26772","3316 WEST BEVERLY BLVD.",NA,"MONTEBELLO","90640","CA","LOS ANGELES","999-999-9999","C","A"
"654",1950,"3010070","GOLDEN STATE WC - YORBA LINDA","2012-03-05T17:13:53.827",123,"2012-03-05T17:13:54.020",123,2,"Batch import from http://www.ehib.org/tools/_69/_123/mwdoc/mwdoc.shp.",2,NA,NA,NA,NA,NA,"0","5742","1723","500 CAMERON STREET",NA,"PLACENTIA","92870","CA","ORANGE","999-999-9999","C","A"
"655",2789,"1400531","Tuttle Creek Campground BLM","2013-09-04T15:47:15.610",3750,"2013-09-04T15:49:29.127",3750,1,"Created from user-digitized polygon.",1,NA,NA,NA,NA,NA,"0","50","5","Pacu Lane, Bishop, CA93514",NA,"Lone Pine","93545","CA","INYO","999-999-9999","N","A"
"656",349,"1910245","SANTA FE SPRINGS - CITY, WATER DEPT.","2009-06-30T00:00:00",123,"2010-10-08T17:09:26.533",123,2,"ICE downloaded from CaSIL Private Water Districts (2009) and linked to PICME pwsid",0,NA,NA,NA,NA,NA,"0","17438","5113","11710 E. TELEGRAPH ROAD",NA,"SANTA FE SPRINGS","90670","CA","LOS ANGELES","999-999-9999","C","A"
"657",1785,"1700511","HARBIN HOT SPRINGS","2011-12-21T15:31:32.863",3650,"2011-12-21T15:31:33.657",3650,1,"Uploaded HarbinHotSprings_1700511.kml_drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","170","77","18424 HARBIN SPRINGS ROAD",NA,"MIDDLETOWN","95461","CA","LAKE","999-999-9999","C","A"
"658",759,"5610015","VENTURA CWWD NO. 19 - SOMIS","2009-06-30T00:00:00",123,"2010-10-08T17:09:26.533",123,2,"ICE downloaded from CaSIL Private Water Districts (2009) and linked to PICME pwsid",0,NA,NA,NA,NA,NA,"0","2266","775","P.O. BOX 250","7150 Walnut Canyon Road","MOORPARK","93021","CA","VENTURA","999-999-9999","C","A"
"659",508,"3410008","ELK GROVE WATER SERVICE","2009-06-30T00:00:00",123,"2010-10-08T17:09:26.533",123,2,"ICE downloaded from SACOG (2009) and linked to PICME pwsid",0,NA,NA,NA,NA,NA,"0","39745","12044","9257 ELK GROVE BLVD.",NA,"ELK GROVE","95624","CA","SACRAMENTO","999-999-9999","C","A"
"660",1017,"1900785","MITCHELL S AVENUE E MOBILE HOME PARK","2011-08-25T11:32:01.813",3649,"2011-08-25T11:32:20.350",3649,1,"Uploaded MitchellsAveMHP_1900785.kml; drawn in GE, uploaded by ICE/KT",0,NA,NA,NA,NA,NA,"0","35","24","Patty Norris","721 WEST AVE E","LANCASTER","93534","CA","LOS ANGELES","999-999-9999","C","A"
"661",1297,"2400053","El Nido Mobile Home Park","2011-09-16T14:21:59.657",3649,"2011-09-16T14:21:56.197",3649,1,"Uploaded ElNidoMHP_2400053.kml; drawn in GE, uploaded by ICE/KT",0,NA,NA,NA,NA,NA,"0","250","49","10600 S Hwy 59",NA,"El Nido","95317","CA","MERCED","999-999-9999","C","A"
"662",1704,"1100445","ORLAND MOBILE H.P.","2011-10-31T10:49:34.460",3650,"2011-10-31T10:49:30.913",3650,1,"Uploaded OrlandMobileHP_1100445.kml_drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","95","54","4265 ROAD 99 WEST","P.O. Box 1721","ORLAND","95963","CA","GLENN","999-999-9999","C","A"
"663",1644,"1000418","GERAWAN FARMING PLANT 5 CENTERVILLE","2011-10-24T12:05:19.880",3650,"2011-10-24T12:05:16.040",3650,1,"Uploaded GerawanFarmingPlant5Centerville_1000418.kml_drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","35","2","15749 E VENTURA",NA,"SANGER","93657","CA","FRESNO","999-999-9999","N","A"
"664",88,"1010042","MALAGA COUNTY WATER DISTRICT","2009-06-30T00:00:00",123,"2010-10-08T17:09:26.533",123,2,"ICE received from Fresno County and linked to PICME pwsid",0,NA,NA,NA,NA,NA,"0","900","461","3580 SOUTH FRANK STREET",NA,"FRESNO","93725","CA","FRESNO","999-999-9999","C","A"
"665",1340,"3900624","WEST LANE MOBILE HOME PARK","2011-09-23T18:04:51.510",3649,"2011-09-23T18:04:48.383",3649,1,"Uploaded WestLneMHP_3900624.kml; drawn in GE, uploaded by ICE/KT",0,NA,NA,NA,NA,NA,"0","160","83","11662 N HAM LN","HAM","LODI","95240","CA","SAN JOAQUIN","999-999-9999","C","A"
"666",2900,"3500921","BLACKBURN ENT, LLC DBA PIETRA S. WINERY","2014-07-31T17:16:48.860",3649,"2014-07-31T17:17:15.680",3649,1,"Created from user-digitized polygon. Drawn by ICE/KT",1,NA,NA,NA,NA,NA,"0","30","1","P.O. BOX 1747","10034 Cienega Road","HOLLISTER","95023","CA","SAN BENITO","999-999-9999","N","A"
"667",1041,"2700536","CORRAL DE TIERRA ESTATES WC","2011-09-04T11:49:36.400",123,"2011-09-04T11:50:01.287",123,2,"Batch import from http://www.ehib.org/tools/_69/_123/monterey/LPA_Service_Area_Monterey_County.shp.",2,NA,NA,NA,NA,NA,"1","45","16","CORRAL DE TIERRA RD","HWY 68","SALINAS","93908","CA","MONTEREY","999-999-9999","C","A"
"668",2722,"5510001","TUD - SONORA/JAMESTOWN WATER SYSTEM","2013-07-16T13:30:28.257",8187,"2013-09-26T10:45:12.277",8280,1,"Uploaded SonoraJamestown.shp",2,NA,NA,NA,NA,NA,"1","10294","4406","P.O. BOX 3728","18885 Nugget Blvd","SONORA","95370","CA","TUOLUMNE","999-999-9999","C","A"
"669",1507,"0900652","ECHO CHALET INC","2011-10-05T10:27:22.913",3650,"2011-10-05T10:27:26.223",3650,1,"Uploaded EchoChaletInc_900652.kml_drawn_GE_ICE/MF_best_guess_entire_site",0,NA,NA,NA,NA,NA,"0","40","10","9900 ECHO LAKES RD",NA,"ECHO LAKES","95721","CA","EL DORADO","999-999-9999","N","A"
"670",1700,"1100405","BLACK BUTTE MOBILE H.P.","2011-10-28T15:01:16.753",3650,"2011-10-28T15:01:16.080",3650,1,"Uploaded BlackButteMobileHP_1100405.kml_Drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","94","49","2530 CHERRY LN. WALNUT CREEK, CA 94597","6386 County Road 200","ORLAND","95963","CA","GLENN","999-999-9999","C","A"
"671",2909,"2300610","CASPAR SOUTH SERVICE COMPANY","2014-08-07T11:49:28.977",3649,"2014-08-07T11:52:00.350",3649,1,"Created from user-digitized polygon. Drawn by ICE/KT",1,NA,NA,NA,NA,NA,"0","160","91","14050 POINT CABRILLO DRIVE",NA,"MENDOCINO","95460","CA","MENDOCINO","999-999-9999","C","A"
"672",2290,"5410014","TIPTON COMMUNITY SERVICES DIST","2012-08-22T15:38:23.927",123,"2012-08-22T15:38:24.993",123,2,"Batch import from Tu_AllPolygons.shp; Source: Carolina Balazs, PhD (2012)",2,NA,NA,NA,NA,NA,"1","1790","596","P O BOX 266",NA,"TIPTON","93272","CA","TULARE","999-999-9999","C","A"
"673",1022,"2000592","TWO TWENTY FOUR MOBILE HOME PK","2011-08-26T11:59:12.737",3649,"2011-08-26T11:59:31.903",3649,1,"Uploaded TwoTwntyFourMHP_2000592.kml; drawn in GE, uploaded by ICE/KT",0,NA,NA,NA,NA,NA,"0","30","15","33249 ROAD 224 RD","HORN","NORTH FORK","93643","CA","MADERA","999-999-9999","C","A"
"674",2452,"1400049","Diaz Lake Campground","2012-12-05T19:04:20.133",3750,"2012-12-05T19:12:08.153",3750,1,"Created from user-digitized polygon.",2,NA,NA,NA,NA,NA,"1","4000","24",NA,"2 Mi So. Lone Pine","Lone Pine","93545","CA","INYO","999-999-9999","N","A"
"675",1588,"1000249","COVE ISLAND RESORT","2011-10-14T16:12:01.760",3650,"2011-10-14T16:11:59.033",3650,1,"Uploaded CoveIslandResort_1000249.kml_drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","60","37","32301 TRIMMER SPRINGS RD",NA,"SANGER","93657","CA","FRESNO","999-999-9999","N","A"
"676",2066,"1502653","BELLA VISTA MUTUAL WATER COMPANY","2012-03-17T15:20:25.240",7441,"2012-03-17T15:29:17.237",7441,1,"Created from user-digitized polygon.",2,NA,NA,NA,NA,NA,"1","90","47","P. O. BOX 1509","11200 MAVERICK, WELDON","WELDON","93283","CA","KERN","999-999-9999","C","A"
"677",1042,"2700541","DEL MONTE FARMS RD WS #03","2011-09-04T11:49:36.673",123,"2011-09-04T11:50:01.577",123,2,"Batch import from http://www.ehib.org/tools/_69/_123/monterey/LPA_Service_Area_Monterey_County.shp.",2,NA,NA,NA,NA,NA,"1","55","16","15837 DEL MONTE FARMS RD","CASTROVILLE BLVD","CASTROVILLE","95012","CA","MONTEREY","999-999-9999","C","A"
"678",139,"1510025","STALLION SPRINGS CSD","2009-06-30T00:00:00",123,"2013-03-08T13:30:19.120",5818,2,"
",2,NA,NA,"2013-01-01T00:00:00","2013-03-08T00:00:00",NA,"0","2488","1177","STAR ROUTE 1, BOX 2800-11",NA,"TEHACHAPI","93561","CA","KERN","999-999-9999","C","A"
"679",839,"1502597","DEL SOL WATER CO-OP","2011-06-27T10:26:10.813",3649,"2011-06-27T10:26:09.347",3649,1,"Uploaded c1502597_DELSOL_INYOKERN.kml; drawn in GE, uploaded by ICE/KT",0,NA,NA,NA,NA,NA,"0","25","10","P.O. BOX 337","NEAL RANCH RD & AVENIDA, INYOKERN","INYOKERN","93527","CA","KERN","999-999-9999","C","A"
"680",1345,"3900844","COUNTRY MANOR MHP","2011-09-23T18:12:00.667",3649,"2011-09-23T18:11:57.550",3649,1,"Uploaded CountryManorMHP_3900844.kml; drawn in GE, uploaded by ICE/KT",0,NA,NA,NA,NA,NA,"0","75","37","17251 N TRETHEWAY RD","TRETHEWAY","LOCKEFORD","95237","CA","SAN JOAQUIN","999-999-9999","C","A"
"681",1975,"5305103","MAD RIVER COMPOUND","2012-03-08T11:49:58.457",4085,"2012-03-08T11:50:00.647",4085,1,"Created from user-digitized polygon.",0,NA,NA,NA,NA,NA,"0","45","1",NA,"Forest Service 1N70","MAD RIVER","95526","CA","TRINITY","999-999-9999","P","A"
"682",1768,"1500564","HOMETOWN WATER ASSOCIATION","2011-12-13T17:54:11.980",3650,"2011-12-13T17:54:13.050",3650,1,"Uploaded HometownWaterAssociation_1500564.kml_drawn_GE_ICE/MF_Best_guess",0,NA,NA,NA,NA,NA,"0","25","12","3645 ALENE AVENUE","3644 GRAFF, INYOKERN","RIDGECREST","93555","CA","KERN","999-999-9999","C","A"
"683",919,"0300081","Villa Toscano Winery","2011-07-25T14:13:48.110",3650,"2011-07-25T14:13:47.187",3650,1,"Uploaded VillaToscanoWinery_300081.kml_Drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","7000","3","10600 Shenandoah Rd",NA,"Plymouth","95669","CA","AMADOR","999-999-9999","N","A"
"684",2983,"1300647","CHEMGOLD, INC. PICACHO MINE","2014-10-08T17:10:45.550",3649,"2014-10-08T17:11:05.947",3649,1,"Created from user-digitized polygon. Drawn by ICE/KT",1,NA,NA,NA,NA,NA,"0","200","3","CHEMGOLD, INC. PICACHO MINE","P.O. BOX 758","WINTERHAVEN","92283","CA","IMPERIAL","999-999-9999","P","A"
"685",1302,"3400433","EDGEWATER MOBILE HOME PARK","2011-09-16T14:44:10.573",3649,"2011-09-16T14:44:07.137",3649,1,"Uploaded EdgewaterMHP_3400433.kml; drawn in GE, uploaded by ICE/KT",0,NA,NA,NA,NA,NA,"0","29","35","4222 LELIA DR 2",NA,"RIO VISTA","94571","CA","SACRAMENTO","999-999-9999","C","A"
"686",1071,"2700709","RANCHO BORROMEO MWS","2011-09-04T11:49:53.697",123,"2011-09-04T11:50:18.533",123,2,"Batch import from http://www.ehib.org/tools/_69/_123/monterey/LPA_Service_Area_Monterey_County.shp.",2,NA,NA,NA,NA,NA,"1","100","36","BORROMEO DR","BLACKIE RD","SALINAS","93907","CA","MONTEREY","999-999-9999","C","A"
"687",2816,"3610125","SBNDO COUNTY SERVICE AREA 70J","2013-10-02T10:54:26.203",6484,"2013-10-02T10:56:54.063",3649,1,"Uploaded CSA70_J.shp",1,NA,NA,NA,NA,NA,"0","10042","3175","High Desert N34.4 W117.3","12402 INDUSTRIAL BLVD., BLDG. D, SUITE 6","VICTORVILLE","92393","CA","SAN BERNARDINO","999-999-9999","C","A"
"688",1312,"0706000","LAZY M MARINA","2011-09-20T15:54:59.200",3650,"2011-09-20T15:54:57.637",3650,1,"Uploaded LazyMMarina_706000.kml_Drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","150","6","5050 CLIFTON CT",NA,"BYRON","94514","CA","CONTRA COSTA","999-999-9999","N","A"
"689",2316,"1000054","LAS DELTAS MUTUAL WATER SYSTEM","2012-08-22T19:22:47.650",123,"2012-08-22T19:22:48.100",123,2,"Batch import from Fr_AllPolygons.shp; Source: Carolina Balazs, PhD (2012)",2,NA,NA,NA,NA,NA,"1","375","107","4284 N SAN DIEGO",NA,"FIREBAUGH","93622","CA","FRESNO","999-999-9999","C","A"
"690",320,"1910165","VALLEY VIEW MUTUAL WATER CO.","2009-06-30T00:00:00",123,"2010-10-08T17:09:26.533",123,2,"ICE downloaded from LA County and linked to PICME pwsid",0,NA,NA,NA,NA,NA,"0","4074","1389","13730 E. LOS ANGELES STREET",NA,"BALDWIN PARK","91706","CA","LOS ANGELES","999-999-9999","C","A"
"691",956,"0400049","BUTTE CREEK MHP","2011-07-27T11:51:41.280",3650,"2011-07-27T11:51:41.450",3650,1,"Uploaded ButteCreekMHP_400049.kml_Drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","100","33","2321 Honey Run Rd","2321 HONEY RUN RD","CHICO","95928","CA","BUTTE","999-999-9999","C","A"
"692",2269,"5400968","IMPROVEMENT DIST #1","2012-08-22T15:38:19.150",123,"2014-09-05T12:07:35.737",7231,2,"Batch import from Tu_AllPolygons.shp; Source: Carolina Balazs, PhD (2012)",2,7231,"2014-09-05T12:07:35.593",NA,NA,NA,"1","200","77","43428 ALTA ACRES DR",NA,"THREE RIVERS","93271","CA","TULARE","999-999-9999","C","A"
"693",1149,"2701918","LOMAS DEL SOL MWS","2011-09-04T11:50:39.023",123,"2011-09-04T11:51:03.923",123,2,"Batch import from http://www.ehib.org/tools/_69/_123/monterey/LPA_Service_Area_Monterey_County.shp.",2,NA,NA,NA,NA,NA,"1","93","31","VIA DEL SOL","MURPHY HILL RD","ROYAL OAKS","95076","CA","MONTEREY","999-999-9999","C","A"
"694",1655,"1000459","JOHNNY QUIK FOOD STORE #127","2011-10-24T14:58:19.097",3650,"2011-10-24T14:58:15.370",3650,1,"Uploaded JohnnyQuikFoodStoreNumber127_1000459.kml_drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","50","1","6012 S ELM",NA,"FRESNO","93706","CA","FRESNO","999-999-9999","N","A"
"695",1427,"0800800","PINE GROVE TRAILER PARK","2011-09-29T16:50:51.520",3650,"2011-09-29T16:50:50.093",3650,1,"Uploaded PineGroveTrailerPark_800800.kml_drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","100","51","1950 NORTHCREST DRIVE","2200 Northcrest Drive","CRESCENT CITY","95531","CA","DEL NORTE","999-999-9999","C","A"
"696",2298,"5410024","RICHGROVE COMMUNITY SERVICES DISTRICT","2012-08-22T15:38:26.567",123,"2012-08-22T15:38:27.633",123,2,"Batch import from Tu_AllPolygons.shp; Source: Carolina Balazs, PhD (2012)",2,NA,NA,NA,NA,NA,"1","3330","520","P O BOX 86",NA,"RICHGROVE","93261","CA","TULARE","999-999-9999","C","A"
"697",1560,"1000184","DUNLAP K-8 SCHOOL","2011-10-12T16:59:24.587",3650,"2011-10-12T16:59:20.373",3650,1,"Uploaded DunlapK8School_1000184.kml_drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","410","10","39667 DUNLAP RD",NA,"DUNLAP","93621","CA","FRESNO","999-999-9999","P","A"
"698",2424,"1400526","Eastern Sierra College Center - Bishop","2012-12-03T14:57:57.817",3750,"2012-12-03T14:58:26.457",3750,1,"Created from user-digitized polygon.",2,3750,"2012-12-03T14:58:21.267",NA,NA,NA,"1","100","1","4090 W Line Street, Bishop, CA 93514","W Line Street","Bishop","93514","CA","INYO","999-999-9999","P","A"
"699",1402,"0707630","WILLOWEST MARINA WS","2011-09-28T15:25:07.430",3650,"2011-09-28T15:25:05.757",3650,1,"Uploaded WillowestMarinaWS_707630.kml_drawn_GE_ICE/mf_also_named_Willowest_Harbor",0,NA,NA,NA,NA,NA,"0","30","1","3215 W WILLOW RD",NA,"BETHEL ISLAND","94511","CA","CONTRA COSTA","999-999-9999","N","A"
"700",1730,"1310001","BRAWLEY, CITY OF","2011-11-02T16:42:04.723",3650,"2011-11-02T16:42:05.947",3650,1,"Uploaded BrawleyCityOf_1310001.kml_drawn_GE_ICE/MF",0,NA,NA,NA,NA,NA,"0","27748","5602","180 S. WESTERN AVENUE",NA,"BRAWLEY","92227","CA","IMPERIAL","999-999-9999","C","A"
"701",2581,"3610034","ONTARIO MUNICIPAL UTILITIES COMPANY","2013-03-14T10:41:17.970",8037,"2013-03-14T10:42:06.327",8037,1,"Uploaded Service_Boundary.shp",2,NA,NA,NA,NA,NA,"1","174536","33451","1425 S Bon View Ave",NA,"ONTARIO","91761","CA","SAN BERNARDINO","999-999-9999","C","A"
"702",1399,"0707617","WILDWOOD ACRES RESORT","2011-09-28T14:16:50.303",3650,"2011-09-28T14:16:48.607",3650,1,"Uploaded WildwoodAcresResort_707617.kml_drawn_GE_ICE/MF_heavily_forested_best_guess_for_site",0,NA,NA,NA,NA,NA,"0","90","1","1055 HUNSAKER CYN RD",NA,"LAFAYETTE","94549","CA","CONTRA COSTA","999-999-9999","N","A"
"703",1817,"1900677","OASIS PARK MOBILE HOME PARK","2012-01-10T16:54:09.710",3650,"2012-01-10T16:54:10.723",3650,1,"Uploaded OasisParkMobileHomePark_1900677.kml_drawn_GE_ICE/MF_best_guess_updated_address_9777_Soledad_Canyon_Rd_Santa_Clarita_Ca_91350",0,NA,NA,NA,NA,NA,"0","100","70","Universal Park Corporation","9777 SOLELAD CANYON RD","SAUGUS","91350","CA","LOS ANGELES","999-999-9999","C","A"
"704",757,"5510009","GROVELAND COMMUNITY SERV DIST","2009-06-30T00:00:00",123,"2010-10-08T17:09:26.533",123,2,"ICE downloaded from CaSIL Private Water Districts (2009) and linked to PICME pwsid",0,NA,NA,NA,NA,NA,"0","3400","3293","P.O.BOX 350","18966 Ferretti Rd.","GROVELAND","95321","CA","TUOLUMNE","999-999-9999","C","A"
"705",1069,"2700705","PRUNEDALE SCHOOL WS","2011-09-04T11:49:51.400",123,"2011-09-04T11:50:16.300",123,2,"Batch import from http://www.ehib.org/tools/_69/_123/monterey/LPA_Service_Area_Monterey_County.shp.",2,NA,NA,NA,NA,NA,"1","400","1","17590 PESANTE RD","HWY 101","MOSS LANDING","95039","CA","MONTEREY","999-999-9999","P","A"
